CL118,DP,2016-12-07,DP,2016-12-07,,Didmeninė prekyba
CL118,ET,2016-12-07,ET,2016-12-07,,Išvežimas iš LR vidaus rinkos per trečiuosius asmenis
CL118,EV,2016-12-07,EV,2016-12-07,,Išvežimas iš LR vidaus rinkos
CL118,MP,2016-12-07,MP,2016-12-07,,Mažmeninė prekyba
CL118,NP,2016-12-07,NP,2016-12-07,,Nuotolinė prekyba
CL118,PV,2016-12-07,PV,2016-12-07,,Prekyba LR vidaus rinkai
CL118,SS,2016-12-07,SS,2016-12-07,,Sunaudojimas savo reikmėms
