CL138,0,2014-01-01,0,2014-01-01,,Nenurodoma
CL138,1,2014-01-01,1,2014-01-01,,Prekinė (pirminė)
CL138,2,2014-01-01,2,2014-01-01,,Grupinė (antrinė)
CL138,3,2014-01-01,3,2014-01-01,,Transporto (tretinė)
