CL126,AU,2016-12-09,AU,2016-12-09,,Skirti (-os) automobiliams 
CL126,NE,2016-12-09,NE,2016-12-09,,Nešiojamieji (-osios)
CL126,PE,2016-12-09,PE,2016-12-09,,Pramoniniai (-ės)
